1000 , -6 , 0 , 0 , 1.3462e-13 , -2.91609e-12
1000 , -5.9 , 0.000555268 , 0.00153582 , 1.71025e-13 , -6.0281e-12
1000 , -5.8 , 0.00388664 , 0.00543343 , -1.61888e-13 , -6.53845e-12
1000 , -5.7 , 0.0236621 , 0.02588 , -7.00148e-13 , -9.4957e-12
1000 , -5.6 , 0.101607 , 0.0893244 , 8.29069e-13 , -1.28227e-12
1000 , -5.5 , 0.306715 , 0.178646 , 1.39386e-11 , 2.49453e-11
1000 , -5.4 , 0.67787 , 0.154134 , 6.8938e-11 , 1.38113e-09
1000 , -5.3 , 1.06075 , -0.141725 , 2.2542e-11 , 1.90262e-09
1000 , -5.2 , 1.1984 , -0.68173 , 1.14701e-09 , 3.05826e-09
1000 , -5.1 , 0.999827 , -1.21897 , 2.8244e-09 , 1.77275e-08
1000 , -5 , 0.614219 , -1.58799 , -2.29058e-10 , -5.9636e-09
1000 , -4.9 , 0.19555 , -1.77268 , -4.86362e-09 , -6.64402e-08
1000 , -4.8 , -0.198518 , -1.87153 , -2.69849e-09 , -3.74204e-08
1000 , -4.7 , -0.548595 , -1.93869 , 4.10123e-09 , 4.58526e-08
1000 , -4.6 , -0.808691 , -1.98936 , 9.01329e-09 , 9.10469e-08
1000 , -4.5 , -0.912468 , -2.01755 , -4.09035e-10 , 2.71798e-09
1000 , -4.4 , -0.808729 , -1.98904 , -1.23444e-08 , -6.85163e-08
1000 , -4.3 , -0.548027 , -1.94226 , -6.44374e-09 , -2.98358e-08
1000 , -4.2 , -0.197868 , -1.87583 , 6.57807e-09 , 6.97168e-09
1000 , -4.1 , 0.195389 , -1.77102 , 1.26738e-08 , 2.2757e-09
1000 , -4 , 0.613455 , -1.58195 , 4.59564e-10 , 4.90533e-09
1000 , -3.9 , 1.00878 , -1.22463 , -8.97193e-09 , 3.79907e-08
1000 , -3.8 , 1.281 , -0.702431 , -3.98463e-09 , 2.14271e-08
1000 , -3.7 , 1.32112 , -0.0961776 , 2.45014e-09 , -2.29057e-08
1000 , -3.6 , 1.10003 , 0.439211 , 4.53464e-09 , -4.50241e-08
1000 , -3.5 , 0.695352 , 0.789788 , 9.16461e-11 , 1.07508e-09
1000 , -3.4 , 0.227638 , 0.892056 , -3.54159e-09 , 5.48559e-08
1000 , -3.3 , -0.191305 , 0.781089 , -1.6436e-09 , 3.03551e-08
1000 , -3.2 , -0.490279 , 0.533075 , -3.88343e-10 , -4.27277e-08
1000 , -3.1 , -0.627193 , 0.224723 , -2.62099e-09 , -8.55853e-08
1000 , -3 , -0.590704 , -0.0973191 , 9.96144e-10 , -6.46375e-09
1000 , -2.9 , -0.393035 , -0.369974 , 1.03606e-08 , 3.15865e-08
1000 , -2.8 , -0.111513 , -0.478849 , 5.66478e-09 , 4.13192e-09
1000 , -2.7 , 0.156597 , -0.407715 , -3.50743e-09 , 4.30798e-08
1000 , -2.6 , 0.318006 , -0.228101 , -4.14925e-09 , 9.71401e-08
1000 , -2.5 , 0.33825 , -0.0228591 , -1.55364e-09 , 4.39805e-09
1000 , -2.4 , 0.238982 , 0.154236 , -7.94942e-09 , -6.29326e-08
1000 , -2.3 , 0.0929739 , 0.218025 , -4.80135e-09 , -1.9732e-08
1000 , -2.2 , -0.0395081 , 0.185702 , 3.59729e-09 , -2.87649e-08
1000 , -2.1 , -0.119988 , 0.125293 , 4.86848e-09 , -7.07263e-08
1000 , -2 , -0.14177 , 0.054264 , 1.40697e-09 , -1.74836e-09
1000 , -1.9 , -0.11736 , -0.0290684 , 6.21281e-09 , 5.65447e-08
1000 , -1.8 , -0.0664571 , -0.0620676 , 4.09218e-09 , 1.85905e-08
