4.23777e-10 , 1.53212e-09 , 5.90864e-10 , -9.40937e-10 , -3.54102e-10 , -5.72871e-10 , -1.68994e-09 , -6.25462e-09 , -5.08208e-10 , -1.17987e-09 , 7.71195e-09 , -7.52647e-10 , 1.33727e-09 , -9.84708e-10 , -3.6801e-09 , 4.5435e-09 , -1.79548e-09 , 1.46649e-09 , 4.68044e-09 , -3.44648e-09 , -1.28804e-08 , 1.59023e-08 , -6.28419e-09 , 5.13271e-09 , 
-9.1621e-10 , 2.41277e-09 , 1.52841e-09 , -2.1788e-09 , 1.54112e-09 , -1.31376e-09 , -1.0859e-08 , -7.3036e-08 , -4.57806e-09 , -6.34754e-09 , 7.52242e-08 , 3.61319e-09 , 1.00773e-08 , 5.02966e-10 , -2.34518e-08 , 2.54798e-08 , -1.05464e-08 , 1.35591e-08 , 3.52704e-08 , 1.76038e-09 , -8.20812e-08 , 8.91791e-08 , -3.69125e-08 , 4.74569e-08 , 
-1.83481e-09 , 3.30517e-09 , 2.42139e-09 , -5.27185e-09 , 5.75275e-09 , -2.52438e-09 , -8.56867e-09 , -2.68796e-07 , -1.06325e-08 , -4.79459e-10 , 2.27413e-07 , 4.64821e-08 , 3.44527e-08 , 1.05917e-08 , -6.31961e-08 , 5.48388e-08 , -2.39997e-08 , 3.75719e-08 , 1.20584e-07 , 3.70709e-08 , -2.21186e-07 , 1.91936e-07 , -8.39988e-08 , 1.31502e-07 , 
-1.52799e-09 , 1.14832e-09 , 2.62944e-09 , -6.43415e-09 , 8.60549e-09 , -4.78641e-09 , 3.68981e-08 , -6.20567e-07 , 2.2477e-08 , 5.52662e-08 , 4.21047e-07 , 1.65726e-07 , 7.61307e-08 , 3.13188e-08 , -1.27982e-07 , 8.35753e-08 , -4.3835e-08 , 7.92794e-08 , 2.66457e-07 , 1.09616e-07 , -4.47938e-07 , 2.92514e-07 , -1.53423e-07 , 2.77478e-07 , 
-1.55959e-09 , -3.29864e-09 , 5.39343e-10 , -6.09455e-09 , 9.22932e-09 , -7.18063e-09 , 1.60161e-07 , -1.09449e-06 , 1.77696e-07 , 1.57091e-07 , 5.88638e-07 , 4.23246e-07 , 1.38478e-07 , 5.64203e-08 , -2.19957e-07 , 1.04812e-07 , -5.86066e-08 , 1.39799e-07 , 4.84675e-07 , 1.97471e-07 , -7.69849e-07 , 3.66843e-07 , -2.05123e-07 , 4.89296e-07 , 
-8.57243e-10 , -8.62056e-09 , -2.23617e-09 , -9.46831e-09 , 1.13294e-08 , -8.25081e-09 , 3.90207e-07 , -1.56747e-06 , 5.42305e-07 , 2.50437e-07 , 6.75744e-07 , 9.09836e-07 , 2.25945e-07 , 8.22451e-08 , -3.36811e-07 , 1.05883e-07 , -5.01614e-08 , 2.11331e-07 , 7.90806e-07 , 2.87858e-07 , -1.17884e-06 , 3.70591e-07 , -1.75565e-07 , 7.39657e-07 , 
2.87465e-10 , -1.23496e-08 , -3.56771e-09 , -1.36066e-08 , 1.3999e-08 , -9.69931e-09 , 7.32934e-07 , -1.88257e-06 , 1.21307e-06 , 2.98443e-07 , 6.15087e-07 , 1.69653e-06 , 3.3567e-07 , 1.08957e-07 , -4.83045e-07 , 8.34877e-08 , -1.81012e-08 , 2.82008e-07 , 1.17484e-06 , 3.81351e-07 , -1.69066e-06 , 2.92207e-07 , -6.33541e-08 , 9.87029e-07 , 
2.29348e-10 , -1.46205e-08 , -4.2769e-09 , -1.54185e-08 , 1.53787e-08 , -1.2226e-08 , 1.16786e-06 , -1.91546e-06 , 2.22962e-06 , 2.61855e-07 , 3.34287e-07 , 2.8139e-06 , 4.60903e-07 , 1.24126e-07 , -6.5226e-07 , 3.61544e-08 , 3.88316e-08 , 3.506e-07 , 1.61316e-06 , 4.34442e-07 , -2.28291e-06 , 1.2654e-07 , 1.35911e-07 , 1.2271e-06 , 
1.52e-09 , -1.78726e-08 , -2.83862e-09 , -1.64386e-08 , 1.84194e-08 , -1.65874e-08 , 1.67512e-06 , -1.58381e-06 , 3.54307e-06 , 9.33724e-08 , -2.73082e-07 , 4.31779e-06 , 5.95241e-07 , 1.27121e-07 , -8.40608e-07 , -3.15329e-08 , 1.20637e-07 , 4.15681e-07 , 2.08334e-06 , 4.44922e-07 , -2.94213e-06 , -1.10365e-07 , 4.22229e-07 , 1.45489e-06 , 
1.66999e-09 , -2.01565e-08 , -1.96134e-10 , -1.772e-08 , 2.06888e-08 , -2.19203e-08 , 2.23618e-06 , -8.00539e-07 , 5.03861e-06 , -2.21947e-07 , -1.33662e-06 , 6.3014e-06 , 7.38491e-07 , 1.17996e-07 , -1.0457e-06 , -1.19578e-07 , 2.24359e-07 , 4.70836e-07 , 2.58472e-06 , 4.12985e-07 , -3.65995e-06 , -4.18524e-07 , 7.85257e-07 , 1.64793e-06 , 
1.67796e-09 , -1.88926e-08 , 6.79126e-09 , -1.78964e-08 , 2.18318e-08 , -2.74752e-08 , 2.85845e-06 , 5.21213e-07 , 6.57258e-06 , -6.75956e-07 , -2.98418e-06 , 8.85121e-06 , 8.89845e-07 , 9.31426e-08 , -1.26336e-06 , -2.22233e-07 , 3.51823e-07 , 5.18756e-07 , 3.11446e-06 , 3.25999e-07 , -4.42178e-06 , -7.77817e-07 , 1.23138e-06 , 1.81565e-06 , 
3.20347e-09 , -1.56364e-08 , 1.37444e-08 , -1.90531e-08 , 2.22932e-08 , -3.18602e-08 , 3.52843e-06 , 2.43177e-06 , 7.97136e-06 , -1.27869e-06 , -5.28145e-06 , 1.20337e-05 , 1.04566e-06 , 4.79422e-08 , -1.48437e-06 , -3.33948e-07 , 5.07032e-07 , 5.61818e-07 , 3.65979e-06 , 1.67798e-07 , -5.1953e-06 , -1.16882e-06 , 1.77461e-06 , 1.96636e-06 , 
3.18666e-09 , -1.01336e-08 , 1.97286e-08 , -1.99206e-08 , 2.32387e-08 , -3.40358e-08 , 4.2097e-06 , 4.94062e-06 , 9.06317e-06 , -1.99513e-06 , -8.23129e-06 , 1.59047e-05 , 1.20345e-06 , -2.06926e-08 , -1.68823e-06 , -4.47294e-07 , 6.94181e-07 , 5.96546e-07 , 4.21207e-06 , -7.24241e-08 , -5.90881e-06 , -1.56553e-06 , 2.42964e-06 , 2.08791e-06 , 
2.56367e-09 , -3.77811e-09 , 2.33584e-08 , -1.83563e-08 , 2.3409e-08 , -3.06818e-08 , 4.88267e-06 , 8.02011e-06 , 9.7265e-06 , -2.77842e-06 , -1.18174e-05 , 2.04643e-05 , 1.36177e-06 , -1.02842e-07 , -1.87332e-06 , -5.58921e-07 , 9.15712e-07 , 6.18358e-07 , 4.76619e-06 , -3.59947e-07 , -6.5566e-06 , -1.95622e-06 , 3.20499e-06 , 2.16425e-06 , 
