3.33564e-13 , -2.43731e+07 , -7.7051e+06
0.000333898 , -2.43681e+07 , -7.70368e+06
0.000667796 , -2.43491e+07 , -7.6982e+06
0.00100169 , -2.43162e+07 , -7.68868e+06
0.00133559 , -2.42694e+07 , -7.67514e+06
0.00166949 , -2.42089e+07 , -7.65762e+06
0.00200339 , -2.41349e+07 , -7.63618e+06
0.00233729 , -2.40475e+07 , -7.61086e+06
0.00267118 , -2.39471e+07 , -7.58175e+06
0.00300508 , -2.38339e+07 , -7.54893e+06
0.00333898 , -2.37082e+07 , -7.51249e+06
0.00367288 , -2.35704e+07 , -7.47254e+06
0.00400678 , -2.34209e+07 , -7.42918e+06
0.00434067 , -2.32601e+07 , -7.38253e+06
0.00467457 , -2.30885e+07 , -7.33272e+06
0.00500847 , -2.29065e+07 , -7.27989e+06
0.00534237 , -2.27146e+07 , -7.22418e+06
0.00567627 , -2.25134e+07 , -7.16572e+06
0.00601016 , -2.23034e+07 , -7.10467e+06
0.00634406 , -2.2085e+07 , -7.04118e+06
0.00667796 , -2.18589e+07 , -6.97541e+06
0.00701186 , -2.16257e+07 , -6.90751e+06
0.00734576 , -2.13858e+07 , -6.83764e+06
0.00767965 , -2.11399e+07 , -6.76596e+06
0.00801355 , -2.08885e+07 , -6.69264e+06
0.00834745 , -2.06322e+07 , -6.61782e+06
0.00868135 , -2.03715e+07 , -6.54166e+06
0.00901525 , -2.01069e+07 , -6.46432e+06
0.00934914 , -1.98391e+07 , -6.38595e+06
0.00968304 , -1.95686e+07 , -6.30669e+06
0.0100169 , -1.92958e+07 , -6.22669e+06
0.0103508 , -1.90212e+07 , -6.14608e+06
0.0106847 , -1.87454e+07 , -6.065e+06
0.0110186 , -1.84687e+07 , -5.98357e+06
0.0113525 , -1.81917e+07 , -5.90192e+06
0.0116864 , -1.79148e+07 , -5.82017e+06
0.0120203 , -1.76383e+07 , -5.73841e+06
0.0123542 , -1.73626e+07 , -5.65677e+06
0.0126881 , -1.7088e+07 , -5.57532e+06
0.013022 , -1.6815e+07 , -5.49417e+06
0.0133559 , -1.65439e+07 , -5.4134e+06
0.0136898 , -1.62748e+07 , -5.33308e+06
0.0140237 , -1.60081e+07 , -5.25328e+06
0.0143576 , -1.5744e+07 , -5.17408e+06
0.0146915 , -1.54827e+07 , -5.09552e+06
0.0150254 , -1.52245e+07 , -5.01766e+06
0.0153593 , -1.49694e+07 , -4.94056e+06
0.0156932 , -1.47177e+07 , -4.86424e+06
0.0160271 , -1.44695e+07 , -4.78874e+06
0.016361 , -1.42249e+07 , -4.7141e+06
0.0166949 , -1.3984e+07 , -4.64034e+06
0.0170288 , -1.37468e+07 , -4.56748e+06
0.0173627 , -1.35136e+07 , -4.49554e+06
0.0176966 , -1.32842e+07 , -4.42454e+06
0.0180305 , -1.30588e+07 , -4.35448e+06
0.0183644 , -1.28373e+07 , -4.28537e+06
0.0186983 , -1.26198e+07 , -4.21722e+06
0.0190322 , -1.24062e+07 , -4.15003e+06
0.0193661 , -1.21966e+07 , -4.08379e+06
0.0197 , -1.1991e+07 , -4.01851e+06
0.0200339 , -1.17893e+07 , -3.95417e+06
0.0203678 , -1.15914e+07 , -3.89079e+06
0.0207017 , -1.13974e+07 , -3.82834e+06
0.0210356 , -1.12071e+07 , -3.76682e+06
0.0213695 , -1.10206e+07 , -3.70622e+06
0.0217034 , -1.08377e+07 , -3.64654e+06
0.0220373 , -1.06584e+07 , -3.58777e+06
0.0223712 , -1.04827e+07 , -3.52989e+06
0.0227051 , -1.03104e+07 , -3.4729e+06
0.023039 , -1.01416e+07 , -3.41679e+06
0.0233729 , -9.97603e+06 , -3.36154e+06
0.0237068 , -9.81376e+06 , -3.30716e+06
0.0240407 , -9.65468e+06 , -3.25364e+06
0.0243746 , -9.49871e+06 , -3.20096e+06
0.0247085 , -9.34578e+06 , -3.14911e+06
0.0250423 , -9.19583e+06 , -3.0981e+06
0.0253762 , -9.04878e+06 , -3.04792e+06
0.0257101 , -8.90457e+06 , -2.99856e+06
0.026044 , -8.76312e+06 , -2.95001e+06
0.0263779 , -8.62438e+06 , -2.90228e+06
0.0267118 , -8.48827e+06 , -2.85535e+06
0.0270457 , -8.35475e+06 , -2.80923e+06
0.0273796 , -8.22374e+06 , -2.7639e+06
0.0277135 , -8.09519e+06 , -2.71937e+06
0.0280474 , -7.96905e+06 , -2.67563e+06
0.0283813 , -7.84526e+06 , -2.63268e+06
0.0287152 , -7.72377e+06 , -2.59052e+06
0.0290491 , -7.60454e+06 , -2.54914e+06
0.029383 , -7.4875e+06 , -2.50853e+06
0.0297169 , -7.37263e+06 , -2.4687e+06
0.0300508 , -7.25986e+06 , -2.42965e+06
0.0303847 , -7.14917e+06 , -2.39136e+06
0.0307186 , -7.04051e+06 , -2.35383e+06
0.0310525 , -6.93383e+06 , -2.31705e+06
0.0313864 , -6.82912e+06 , -2.28103e+06
0.0317203 , -6.72631e+06 , -2.24575e+06
0.0320542 , -6.62539e+06 , -2.2112e+06
0.0323881 , -6.52632e+06 , -2.17739e+06
0.032722 , -6.42907e+06 , -2.1443e+06
0.0330559 , -6.3336e+06 , -2.11191e+06
