-6.00274e-30 , -2.29667e-32 , -2.65008e-30 , 1.01111e-32 , -4.18505e-13 , 3.43487e-15 , -6.00165e-27 , -2.29756e-29 , -2.65057e-27 , 1.0058e-29 , -4.18505e-10 , 3.43487e-12 , 0 , 0 , 0 , 0
-2.6979e-27 , -2.43068e-29 , -3.1302e-27 , 2.20881e-29 , -1.47948e-10 , 2.62996e-12 , -2.70126e-24 , -2.43348e-26 , -3.07608e-24 , 2.18104e-26 , -1.47948e-07 , 2.62996e-09 , 0 , 0 , 0 , 0
2.24796e-19 , -9.47146e-22 , 1.74841e-18 , -9.75951e-21 , -3.18558e-09 , 9.21889e-11 , 2.24796e-16 , -9.47146e-19 , 1.74841e-15 , -9.75951e-18 , -3.18558e-06 , 9.21889e-08 , 0 , 0 , 0 , 0
1.81381e-16 , -3.32857e-18 , 1.8915e-15 , -3.23389e-17 , -2.18917e-08 , 9.30581e-10 , 1.81381e-13 , -3.32857e-15 , 1.8915e-12 , -3.23389e-14 , -2.18917e-05 , 9.30581e-07 , 0 , 0 , 0 , 0
2.50411e-15 , -8.5014e-17 , 3.00937e-14 , -9.9358e-16 , -7.9601e-08 , 4.72697e-09 , 2.50411e-12 , -8.5014e-14 , 3.00937e-11 , -9.9358e-13 , -7.9601e-05 , 4.72697e-06 , 0 , 0 , 0 , 0
8.81253e-15 , -5.31605e-16 , 8.75361e-14 , -5.97217e-15 , -1.94839e-07 , 1.56101e-08 , 8.81253e-12 , -5.31605e-13 , 8.75361e-11 , -5.97217e-12 , -0.000194839 , 1.56101e-05 , 0 , 0 , 0 , 0
8.93051e-15 , -1.37932e-15 , -2.81223e-14 , -1.07714e-14 , -3.67633e-07 , 3.87321e-08 , 8.93051e-12 , -1.37932e-12 , -2.81223e-11 , -1.07714e-11 , -0.000367633 , 3.87321e-05 , 0 , 0 , 0 , 0
-1.21654e-14 , -1.46255e-15 , -4.01972e-13 , 5.53254e-15 , -5.62114e-07 , 7.82544e-08 , -1.21654e-11 , -1.46255e-12 , -4.01972e-10 , 5.53254e-12 , -0.000562114 , 7.82544e-05 , 0 , 0 , 0 , 0
-3.53268e-14 , 5.41637e-16 , -3.86593e-13 , 4.32742e-14 , -6.72988e-07 , 1.33048e-07 , -3.53268e-11 , 5.41637e-13 , -3.86593e-10 , 4.32742e-11 , -0.000672988 , 0.000133048 , 0 , 0 , 0 , 0
-4.24413e-15 , 2.66223e-15 , 4.72679e-13 , 4.54789e-14 , -5.43854e-07 , 1.90852e-07 , -4.24413e-12 , 2.66223e-12 , 4.72679e-10 , 4.54789e-11 , -0.000543854 , 0.000190852 , 0 , 0 , 0 , 0
6.42488e-14 , 2.00979e-16 , 8.61352e-13 , -1.58959e-14 , -1.23454e-07 , 2.28928e-07 , 6.42488e-11 , 2.00979e-13 , 8.61352e-10 , -1.58959e-11 , -0.000123454 , 0.000228928 , 0 , 0 , 0 , 0
2.16975e-14 , -4.37891e-15 , -3.83936e-13 , -4.403e-14 , 3.47231e-07 , 2.30427e-07 , 2.16975e-11 , -4.37891e-12 , -3.83936e-10 , -4.403e-11 , 0.000347231 , 0.000230427 , 0 , 0 , 0 , 0
-9.41941e-14 , -1.14421e-15 , -1.22852e-12 , 3.26363e-14 , 4.87553e-07 , 2.05415e-07 , -9.41941e-11 , -1.14421e-12 , -1.22852e-09 , 3.26363e-11 , 0.000487553 , 0.000205415 , 0 , 0 , 0 , 0
4.60746e-15 , 4.16699e-15 , 3.8159e-13 , 8.13466e-14 , 2.58981e-07 , 1.84144e-07 , 4.60746e-12 , 4.16699e-12 , 3.8159e-10 , 8.13466e-11 , 0.000258981 , 0.000184144 , 0 , 0 , 0 , 0
1.29596e-13 , -2.78156e-15 , 1.57726e-12 , -1.24951e-14 , -7.20802e-10 , 1.83798e-07 , 1.29596e-10 , -2.78156e-12 , 1.57726e-09 , -1.24951e-11 , -7.20802e-07 , 0.000183798 , 0 , 0 , 0 , 0
-7.71184e-14 , -6.53866e-15 , -4.30214e-13 , -7.4575e-14 , -1.03524e-07 , 1.97993e-07 , -7.71184e-11 , -6.53866e-12 , -4.30214e-10 , -7.4575e-11 , -0.000103524 , 0.000197993 , 0 , 0 , 0 , 0
-1.1909e-13 , 4.37014e-15 , -1.63829e-12 , 2.97234e-14 , -1.32472e-07 , 2.17436e-07 , -1.1909e-10 , 4.37014e-12 , -1.63829e-09 , 2.97234e-11 , -0.000132472 , 0.000217436 , 0 , 0 , 0 , 0
1.56492e-13 , 2.69199e-15 , 6.85247e-13 , 8.22378e-14 , -1.26542e-07 , 2.38948e-07 , 1.56492e-10 , 2.69199e-12 , 6.85247e-10 , 8.22378e-11 , -0.000126542 , 0.000238948 , 0 , 0 , 0 , 0
2.20559e-14 , -7.97874e-15 , 1.63599e-12 , -3.42749e-14 , -4.77835e-08 , 2.58232e-07 , 2.20559e-11 , -7.97874e-12 , 1.63599e-09 , -3.42749e-11 , -4.77835e-05 , 0.000258232 , 0 , 0 , 0 , 0
-1.81759e-13 , 1.12184e-15 , -6.90174e-13 , -8.25841e-14 , 8.06724e-08 , 2.69716e-07 , -1.81759e-10 , 1.12184e-12 , -6.90174e-10 , -8.25841e-11 , 8.06724e-05 , 0.000269716 , 0 , 0 , 0 , 0
