1000 , -6 , -6.2252e-15 , -2.10595e-13 , 2.01507e-15 , -1.11903e-12 , 0 , 0 , 4.52479e-16 , 3.46599e-14 , 4.99453e-15 , -2.88863e-13 , 0 , 0 , 0 , 0 , 0 , 0 , -9.53714e-10 , -3.82023e-06 , 0 , 0 , 0 , 0 , -1.10261e-09 , 3.0787e-08 , 
1000 , -5.9 , -1.17923e-14 , -5.31994e-13 , 4.75727e-15 , -1.93501e-12 , -1.36067e-07 , 1.81532e-06 , 5.25963e-16 , 6.01385e-14 , 9.47846e-15 , -3.60121e-13 , 3.779e-10 , -8.42447e-08 , -2.83334e-16 , -1.64495e-13 , 1.98528e-15 , 1.4995e-13 , 1.204e-07 , 5.46421e-06 , -4.25001e-16 , -2.46742e-13 , 2.97792e-15 , 2.24925e-13 , 2.05178e-09 , -5.89062e-08 , 
1000 , -5.8 , -1.00916e-14 , -6.21159e-13 , 5.15157e-15 , -1.40344e-12 , 1.55419e-07 , -1.93079e-05 , -3.97751e-16 , 3.35188e-14 , 8.13349e-15 , -5.36409e-14 , -5.12862e-09 , -1.01073e-06 , 1.31675e-16 , -1.93472e-13 , 2.11124e-15 , 2.40767e-13 , -2.71144e-07 , 1.06797e-05 , 1.97512e-16 , -2.90208e-13 , 3.16686e-15 , 3.6115e-13 , 3.92385e-09 , 7.11557e-07 , 
1000 , -5.7 , -7.89277e-15 , -5.38852e-13 , 4.42167e-15 , -1.00164e-12 , 3.97312e-07 , 4.17877e-05 , -6.64788e-16 , 2.71468e-14 , 6.29645e-15 , 5.48941e-14 , 1.62574e-08 , -1.39255e-06 , 6.68274e-16 , -1.51647e-13 , 1.23177e-15 , 2.97117e-13 , 4.53211e-08 , -3.29122e-05 , 1.00241e-15 , -2.27471e-13 , 1.84766e-15 , 4.45676e-13 , -1.83847e-08 , -2.13814e-08 , 
1000 , -5.6 , -5.76496e-15 , -1.78834e-13 , 3.02835e-15 , -7.46053e-13 , -1.91299e-06 , -2.38625e-05 , -5.90141e-16 , 2.08158e-13 , 4.48415e-15 , 2.54741e-14 , -1.32587e-08 , -6.46926e-07 , 1.14417e-15 , -1.36651e-13 , 5.24751e-16 , 4.94177e-13 , 1.05267e-06 , 3.46088e-05 , 1.71625e-15 , -2.04977e-13 , 7.87126e-16 , 7.41266e-13 , 2.97201e-08 , -9.37476e-07 , 
1000 , -5.5 , -4.09473e-15 , -8.91767e-13 , 1.54656e-15 , -2.09007e-13 , 2.39151e-06 , -7.63463e-05 , -5.45093e-16 , -6.979e-13 , 2.92963e-15 , 3.39994e-13 , -4.98873e-08 , -3.93731e-06 , 1.482e-15 , -5.35097e-13 , 5.49999e-17 , -1.01053e-12 , -2.40803e-06 , 3.00619e-05 , 2.223e-15 , -8.02646e-13 , 8.24999e-17 , -1.5158e-12 , 2.31664e-08 , 2.52496e-06 , 
1000 , -5.4 , -2.3247e-15 , -4.02282e-12 , 2.09942e-16 , -5.33801e-13 , 5.74916e-06 , 0.000123299 , 5.36097e-17 , -4.009e-12 , 1.57001e-15 , -2.30365e-13 , 1.55853e-07 , -4.84514e-06 , 1.89246e-15 , 9.20409e-13 , 8.43126e-16 , -4.3702e-12 , -6.70178e-07 , -0.000113621 , 2.83869e-15 , 1.38061e-12 , 1.26469e-15 , -6.5553e-12 , -2.02785e-07 , 1.01927e-06 , 
1000 , -5.3 , -3.2819e-17 , 1.93512e-12 , -5.17e-16 , -4.42515e-12 , -1.71617e-05 , 0.000211377 , 1.56963e-15 , 1.85398e-12 , 8.04334e-16 , -4.45622e-12 , 3.67203e-07 , 2.21609e-06 , 1.60772e-15 , 9.04438e-12 , 3.25308e-15 , 1.61547e-11 , 1.58609e-05 , -5.35024e-05 , 2.41158e-15 , 1.35666e-11 , 4.87962e-15 , 2.42321e-11 , -3.55066e-08 , -9.79679e-06 , 
1000 , -5.2 , 8.49398e-16 , 2.13349e-11 , -2.0346e-16 , -8.04172e-12 , -9.57532e-05 , -0.000298238 , 1.97398e-15 , 2.13149e-11 , 1.06715e-15 , -8.2009e-12 , -2.26105e-06 , 5.12676e-05 , -8.5672e-16 , 1.54714e-11 , 1.86346e-15 , 8.13911e-11 , 3.29772e-05 , 0.000215703 , -1.28508e-15 , 2.32072e-11 , 2.79519e-15 , 1.22087e-10 , 2.11736e-06 , -2.01346e-05 , 
1000 , -5.1 , 1.5672e-16 , 3.4801e-11 , 3.57298e-16 , -7.77049e-12 , -0.00013973 , -0.00150763 , 9.9741e-16 , 3.48746e-11 , 1.53032e-15 , -7.82056e-12 , -2.93602e-05 , -6.83742e-05 , -4.93588e-15 , 6.96968e-12 , -7.40412e-15 , 1.59957e-10 , 2.41984e-05 , 0.000242003 , -7.40382e-15 , 1.04545e-11 , -1.11062e-14 , 2.39935e-10 , 7.5115e-06 , 9.74442e-06 , 
1000 , -5 , 1.71734e-16 , 3.48771e-11 , 4.32099e-16 , -7.34554e-12 , -6.07675e-05 , -0.000354783 , 8.32441e-16 , 3.49623e-11 , 1.45734e-15 , -7.3942e-12 , -6.07675e-05 , -0.000354783 , -9.20518e-15 , -1.01772e-11 , -2.0138e-14 , 2.29991e-10 , 8.36224e-06 , 3.68435e-05 , -1.38078e-14 , -1.52658e-11 , -3.02069e-14 , 3.44986e-10 , 1.13456e-05 , 3.86841e-05 , 
1000 , -4.9 , 7.81307e-16 , 3.10867e-11 , 3.01966e-16 , -7.71625e-12 , -9.43864e-05 , -0.000551957 , 1.28415e-15 , 3.11496e-11 , 1.16577e-15 , -7.85377e-12 , -9.43864e-05 , -0.000551957 , -1.33633e-14 , -2.41301e-11 , -3.14956e-14 , 3.02213e-10 , 9.52478e-06 , 3.21188e-05 , -2.0045e-14 , -3.61952e-11 , -4.72434e-14 , 4.53319e-10 , 1.42872e-05 , 4.81782e-05 , 
