1000 , -6 , 0 , 0 , 6.06537e-15 , -3.36829e-12
1000 , -5.9 , -4.75009e-09 , 9.05957e-06 , 1.43194e-14 , -5.82439e-12
1000 , -5.8 , 4.19371e-09 , 1.76707e-05 , 1.55062e-14 , -4.22435e-12
1000 , -5.7 , -1.85949e-10 , 2.66931e-05 , 1.33092e-14 , -3.01492e-12
1000 , -5.6 , -2.45666e-08 , 3.17703e-05 , 9.11534e-15 , -2.24562e-12
1000 , -5.5 , 3.12691e-08 , 3.52011e-05 , 4.65515e-15 , -6.2911e-13
1000 , -5.4 , 3.78851e-08 , 3.83144e-05 , 6.31925e-16 , -1.60674e-12
1000 , -5.3 , -1.7704e-07 , 4.26371e-05 , -1.55617e-15 , -1.33197e-11
1000 , -5.2 , -2.96595e-07 , 2.58194e-05 , -6.12415e-16 , -2.42056e-11
1000 , -5.1 , 2.47855e-06 , 4.93689e-05 , 1.07547e-15 , -2.33892e-11
1000 , -5 , 3.42665e-06 , 6.819e-05 , 1.30062e-15 , -2.21101e-11
1000 , -4.9 , 3.86116e-06 , 8.05832e-05 , 9.08916e-16 , -2.32259e-11
1000 , -4.8 , 4.27445e-06 , 9.21764e-05 , 3.37196e-16 , -2.47755e-11
1000 , -4.7 , 4.62217e-06 , 0.000102253 , -4.4493e-16 , -2.62093e-11
1000 , -4.6 , 4.85675e-06 , 0.00010971 , -1.42335e-15 , -2.68271e-11
1000 , -4.5 , 4.94054e-06 , 0.0001133 , -2.5246e-15 , -2.58627e-11
1000 , -4.4 , 4.85903e-06 , 0.000111974 , -3.62961e-15 , -2.26976e-11
1000 , -4.3 , 4.62656e-06 , 0.000105204 , -4.61235e-15 , -1.7037e-11
1000 , -4.2 , 4.28063e-06 , 9.3161e-05 , -5.42824e-15 , -8.82943e-12
1000 , -4.1 , 3.86865e-06 , 7.6741e-05 , -6.0064e-15 , 1.869e-12
1000 , -4 , 3.43493e-06 , 5.74883e-05 , -6.12708e-15 , 1.45792e-11
1000 , -3.9 , 3.01287e-06 , 3.73974e-05 , -5.58142e-15 , 2.7888e-11
1000 , -3.8 , 2.62319e-06 , 1.85776e-05 , -4.41174e-15 , 3.98046e-11
1000 , -3.7 , 2.27584e-06 , 2.81896e-06 , -2.80324e-15 , 4.8742e-11
