0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 0 , 00 , 0 , 0 , 0
0 , 0 , 8.65101e-34 , 00 , 0 , 0 , 0
0 , 0 , 3.13811e-32 , 00 , 0 , 0 , 0
0 , 0 , 5.81283e-31 , 00 , 0 , 0 , 0
0 , 0 , 7.32865e-30 , 00 , 0 , 0 , 0
0 , 0 , 7.07282e-29 , 00 , 0 , 0 , 0
-1.15009e-39 , 0 , 5.57167e-28 , 00 , 0 , 0 , 0
4.79166e-37 , 0 , 3.73259e-27 , 00 , 0 , 0 , 0
-3.58746e-26 , 0 , 2.18983e-26 , 00 , 0 , 0 , 0
7.11417e-24 , 0 , 1.1513e-25 , 00 , 0 , 0 , 0
2.31072e-22 , 0 , 5.53008e-25 , 00 , 0 , 0 , 0
3.57029e-21 , 0 , 2.46941e-24 , 00 , 0 , 0 , 0
3.70129e-20 , 0 , 1.04447e-23 , 00 , 0 , 0 , 0
2.92507e-19 , 0 , 4.29699e-23 , 00 , 0 , 0 , 0
1.88445e-18 , 0 , 1.79021e-22 , 00 , 0 , 0 , 0
1.02884e-17 , 0 , 7.90303e-22 , 00 , 0 , 0 , 0
4.86883e-17 , 0 , 3.76616e-21 , 00 , 0 , 0 , 0
2.0259e-16 , 0 , 1.88126e-18 , 00 , 0 , 0 , 0
7.49383e-16 , 0 , 4.94776e-17 , 00 , 0 , 0 , 0
2.48834e-15 , 0 , 6.59016e-16 , 00 , 0 , 0 , 0
7.48315e-15 , 0 , 5.89138e-15 , 00 , 0 , 0 , 0
2.05433e-14 , 0 , 3.97075e-14 , 00 , 0 , 0 , 0
5.18434e-14 , 0 , 2.14897e-13 , 00 , 0 , 0 , 0
1.21001e-13 , 0 , 9.71128e-13 , 00 , 0 , 0 , 0
2.62576e-13 , 0 , 3.76248e-12 , 00 , 0 , 0 , 0
5.32207e-13 , 0 , 1.27357e-11 , 00 , 0 , 0 , 0
1.01165e-12 , 0 , 3.81966e-11 , 00 , 0 , 0 , 0
1.81008e-12 , 0 , 1.02602e-10 , 00 , 0 , 0 , 0
3.05899e-12 , 0 , 2.48916e-10 , 00 , 0 , 0 , 0
4.89924e-12 , 0 , 5.49017e-10 , 00 , 0 , 0 , 0
7.46145e-12 , 0 , 1.10667e-09 , 00 , 0 , 0 , 0
1.08448e-11 , 0 , 2.04708e-09 , 00 , 0 , 0 , 0
1.51016e-11 , 0 , 3.48629e-09 , 00 , 0 , 0 , 0
2.0235e-11 , 0 , 5.48129e-09 , 00 , 0 , 0 , 0
2.6213e-11 , 0 , 7.97587e-09 , 00 , 0 , 0 , 0
3.29963e-11 , 0 , 1.07716e-08 , 00 , 0 , 0 , 0
4.05686e-11 , 0 , 1.35565e-08 , 00 , 0 , 0 , 0
4.89559e-11 , 0 , 1.6004e-08 , 00 , 0 , 0 , 0
5.82237e-11 , 0 , 1.79189e-08 , 00 , 0 , 0 , 0
6.84511e-11 , 0 , 1.93594e-08 , 00 , 0 , 0 , 0
7.96984e-11 , 0 , 2.06581e-08 , 00 , 0 , 0 , 0
9.19895e-11 , 0 , 2.22977e-08 , 00 , 0 , 7.15595e-98 , 0
1.05322e-10 , 0 , 2.46805e-08 , 00 , 0 , 8.10855e-96 , 0
1.19696e-10 , 0 , 2.79108e-08 , 00 , 0 , 4.62982e-94 , 0
1.35131e-10 , 0 , 3.17285e-08 , 00 , 0 , 1.77602e-92 , 0
1.51689e-10 , 0 , 3.56616e-08 , 00 , 0 , 5.14897e-91 , 0
1.69464e-10 , 0 , 3.93219e-08 , 0-4.40031e-103 , 0 , 1.20335e-89 , 0
1.88569e-10 , 0 , 4.26575e-08 , 01.268e-60 , 0 , 1.54628e-54 , 0
2.0909e-10 , 0 , 4.59742e-08 , 0-3.03302e-50 , 0 , 1.15931e-52 , 0
2.31069e-10 , 0 , 4.96927e-08 , 01.94369e-47 , 0 , 4.58206e-51 , 0
2.54522e-10 , 0 , 5.4007e-08 , 01.43595e-45 , 0 , 1.25626e-49 , 0
2.79507e-10 , 0 , 5.87081e-08 , 05.24509e-44 , 0 , 2.66578e-48 , 0
3.06153e-10 , 0 , 6.33341e-08 , 01.33606e-42 , 0 , 4.64683e-47 , 0
3.34597e-10 , 0 , 6.75714e-08 , 02.77158e-41 , 0 , 6.91285e-46 , 0
3.64891e-10 , 0 , 7.16176e-08 , 04.95347e-40 , 0 , 9.02037e-45 , 0
3.97033e-10 , 0 , 7.62009e-08 , 07.71283e-39 , 0 , 1.05473e-43 , 0
4.31093e-10 , 0 , 8.21603e-08 , 01.04824e-37 , 0 , 1.12475e-42 , 0
4.67201e-10 , 0 , 8.98318e-08 , 01.24976e-36 , 0 , 2.06852e-37 , 0
5.05399e-10 , 0 , 9.87023e-08 , 01.31824e-35 , 0 , 1.17124e-35 , 0
5.45585e-10 , 0 , 1.07684e-07 , 01.24243e-34 , 0 , 3.46779e-34 , 0
5.87688e-10 , 0 , 1.15891e-07 , 01.05666e-33 , 0 , 7.08774e-33 , 0
6.31834e-10 , 0 , 1.23315e-07 , 08.18326e-33 , 0 , 1.11676e-31 , 0
6.78215e-10 , 0 , 1.30784e-07 , 05.81762e-32 , 0 , 1.43922e-30 , 0
7.26793e-10 , 0 , 1.39196e-07 , 03.82328e-31 , 0 , 1.57418e-29 , 0
7.77248e-10 , 0 , 1.48691e-07 , 02.33687e-30 , 0 , 1.49879e-28 , 0
8.29343e-10 , 0 , 1.58562e-07 , 01.33542e-29 , 0 , 1.26535e-27 , 0
8.83237e-10 , 0 , 1.67997e-07 , 07.16746e-29 , 0 , 9.60685e-27 , 0
9.39176e-10 , 0 , 1.76928e-07 , 03.62737e-28 , 0 , 6.63268e-26 , 0
9.96959e-10 , 0 , 1.86122e-07 , 01.73701e-27 , 0 , 4.20189e-25 , 0
1.05604e-09 , 0 , 1.96423e-07 , 07.89448e-27 , 0 , 2.46081e-24 , 0
1.11614e-09 , 0 , 2.07957e-07 , 03.41447e-26 , 0 , 1.3406e-23 , 0
1.17735e-09 , 0 , 2.20136e-07 , 01.40877e-25 , 0 , 6.82993e-23 , 0
1.23969e-09 , 0 , 2.32426e-07 , 05.55656e-25 , 0 , 3.26893e-22 , 0
1.30271e-09 , 0 , 2.44958e-07 , 02.09917e-24 , 0 , 1.47566e-21 , 0
1.36582e-09 , 0 , 2.5832e-07 , 07.60872e-24 , 0 , 6.30456e-21 , 0
1.42873e-09 , 0 , 2.72878e-07 , 02.65016e-23 , 0 , 2.557e-20 , 0
1.49137e-09 , 0 , 2.8854e-07 , 08.88255e-23 , 0 , 9.87136e-20 , 0
1.55349e-09 , 0 , 3.05167e-07 , 02.86851e-22 , 0 , 3.63605e-19 , 0
1.61457e-09 , 0 , 3.229e-07 , 08.9357e-22 , 0 , 1.28059e-18 , 0
1.67411e-09 , 0 , 3.41862e-07 , 02.68785e-21 , 0 , 4.3206e-18 , 0
1.73189e-09 , 0 , 3.61728e-07 , 07.81446e-21 , 0 , 1.39885e-17 , 0
1.78767e-09 , 0 , 3.81957e-07 , 02.19776e-20 , 0 , 4.35271e-17 , 0
1.84108e-09 , 0 , 4.02475e-07 , 05.984e-20 , 0 , 1.30349e-16 , 0
1.89191e-09 , 0 , 4.23786e-07 , 01.57847e-19 , 0 , 3.76151e-16 , 0
1.94013e-09 , 0 , 4.46199e-07 , 04.03641e-19 , 0 , 1.04715e-15 , 0
1.98562e-09 , 0 , 4.69148e-07 , 01.0012e-18 , 0 , 2.81511e-15 , 0
2.02809e-09 , 0 , 4.91603e-07 , 02.41009e-18 , 0 , 7.31509e-15 , 0
2.06746e-09 , 0 , 5.13143e-07 , 05.63304e-18 , 0 , 1.83884e-14 , 0
2.10402e-09 , 0 , 5.34266e-07 , 01.27887e-17 , 0 , 4.47499e-14 , 0
2.13813e-09 , 0 , 5.55468e-07 , 02.82124e-17 , 0 , 1.05502e-13 , 0
