6.46522e-38 , -7.3985e-39 , -1.76324e-38 , 1.54972e-40 , -9.45962e-18 , 1.49879e-20 , 6.62038e-35 , -7.39974e-36 , -2.40741e-35 , 1.58692e-37 , -9.45962e-15 , 1.49879e-17 , (0,0) , (0,0)
2.25334e-32 , -4.17536e-35 , 1.09778e-32 , -4.749e-35 , -1.99151e-14 , 6.38822e-17 , 2.22853e-29 , -4.16001e-32 , 1.10441e-29 , -4.73779e-32 , -1.99151e-11 , 6.38822e-14 , (0,0) , (0,0)
2.83497e-30 , 8.47409e-33 , 1.84889e-30 , -1.02074e-32 , -9.8177e-13 , 4.84941e-15 , 2.82728e-27 , 8.38165e-30 , 1.84278e-27 , -1.02552e-29 , -9.8177e-10 , 4.84941e-12 , (0,0) , (0,0)
6.31089e-29 , 3.23556e-31 , 4.10208e-29 , -3.45127e-31 , -1.32668e-11 , 8.90221e-14 , 6.2604e-26 , 3.187e-28 , 4.20053e-26 , -3.5341e-28 , -1.32668e-08 , 8.90221e-11 , (0,0) , (0,0)
5.80602e-28 , 3.72244e-30 , 3.5341e-28 , -4.33873e-30 , -9.33497e-11 , 7.9372e-13 , 5.81611e-25 , 3.73605e-27 , 3.48967e-25 , -4.34189e-27 , -9.33497e-08 , 7.9372e-10 , (0,0) , (0,0)
9.15079e-27 , 1.53828e-29 , 9.28963e-27 , -4.57539e-29 , -4.42903e-10 , 4.56998e-12 , 9.13776e-24 , 1.53481e-26 , 9.40918e-24 , -4.60442e-26 , -4.42903e-07 , 4.56998e-09 , (0,0) , (0,0)
1.28843e-22 , -3.21347e-25 , -1.80073e-23 , 8.47552e-27 , -1.6114e-09 , 1.96036e-11 , 1.28843e-19 , -3.21347e-22 , -1.80077e-20 , 8.4786e-24 , -1.6114e-06 , 1.96036e-08 , (0,0) , (0,0)
-4.93093e-21 , -1.36578e-23 , -5.02942e-20 , 1.56285e-22 , -4.83811e-09 , 6.79904e-11 , -4.93092e-18 , -1.36579e-20 , -5.02942e-17 , 1.56285e-19 , -4.83811e-06 , 6.79904e-08 , (0,0) , (0,0)
-1.28375e-18 , 5.74132e-21 , -3.02974e-18 , 1.45325e-20 , -1.25547e-08 , 2.00704e-10 , -1.28375e-15 , 5.74132e-18 , -3.02974e-15 , 1.45325e-17 , -1.25547e-05 , 2.00704e-07 , (0,0) , (0,0)
-1.23852e-17 , 9.82765e-20 , -3.66322e-17 , 2.59327e-19 , -2.90483e-08 , 5.2199e-10 , -1.23852e-14 , 9.82765e-17 , -3.66322e-14 , 2.59327e-16 , -2.90483e-05 , 5.2199e-07 , (0,0) , (0,0)
-1.38641e-17 , 3.82741e-19 , -1.93616e-16 , 1.8772e-18 , -6.12556e-08 , 1.22562e-09 , -1.38641e-14 , 3.82741e-16 , -1.93616e-13 , 1.8772e-15 , -6.12556e-05 , 1.22562e-06 , (0,0) , (0,0)
1.94038e-16 , -5.73277e-19 , -7.54824e-16 , 8.64117e-18 , -1.19623e-07 , 2.64469e-09 , 1.94038e-13 , -5.73277e-16 , -7.54824e-13 , 8.64117e-15 , -0.000119623 , 2.64469e-06 , (0,0) , (0,0)
1.18865e-15 , -1.02564e-17 , -3.217e-15 , 3.62076e-17 , -2.18939e-07 , 5.31542e-09 , 1.18865e-12 , -1.02564e-14 , -3.217e-12 , 3.62076e-14 , -0.000218939 , 5.31542e-06 , (0,0) , (0,0)
